year,X0,Coordinates0,Latitude0,Longitude0,freq
2005,"'Kampala',Uganda",Kampala,0.31589,32.57501,4
2005,"'Kara Su',Kyrgyzstan",Kara-Su,43.05,74.08333,1
2005,"'Kara Su',Uzbekistan",Kara-Su,39.03333,67.11667,1
2005,"'Kathmandu',Nepal","Kathmandu, Bagmati",27.69329,85.32227,12
2005,"'KAthmandu',Nepal","Kathmandu, Bagmati",27.69329,85.32227,1
2005,"'Keetmanshoop',Namibia","Keetmanshoop, Karas",-26.57907,18.13606,2
2005,"'Keraniganj',Bangladesh",Keraniganj,23.69819,90.34678,1
2005,"'Khartoum',Sudan","Khartoum, Khartoum State",15.55177,32.53241,1
2005,"'Khomasdal',Namibia","Khomasdal, Windhoek West, Windhoek, Khomas",-22.54878,17.04469,1
2005,"'Khulna',Bangladesh",Khulna,22.84629,89.53831,1
2005,"'Khuphuka',Swaziland",Khuphuka,-26.32214,31.14351,1
2005,"'Killarney',Ireland","Killarney, Kerry",52.05834,-9.50901,1
2005,"'Kingston',Jamaica",Kingston,17.97096,-76.78827,1
2005,"'Kinnegad',Ireland","Kinnegad, Mullingar, Westmeath",53.45559,-7.10258,1
2005,"'Kinshasa',Congo Kinshasa","Kinshasa, Sembé, Sangha",1.99774,14.78264,4
2005,"'Kirkuk',Iraq",Kirkuk,35.4686,44.38933,1
2005,"'Kisumu',Kenya",Kisumu,-0.09851,34.76726,1
2005,"'Kuala Lumpur',Malaysia","Kuala Lumpur, Wilayah Persekutuan",3.14789,101.69405,1
2005,"'Kuwait City',Kuwait","Kuwait, Kuwait City",29.37321,47.97142,1
2005,"'Kyzylorda',Kazakhstan","Kyzylorda, Kyzylordinskaya oblast'",44.84853,65.49619,1
2005,"'La Paz',Bolivia",Bolivia,-16.49736,-68.1286,3
2005,"'Lahore',Pakistan","Lahore, Punjab",31.54972,74.34361,1
2005,"'Lampang',Thailand",Lampang,18.25769373,99.54457529,1
2005,"'Larnaca',Cyprus",Larnaca,34.9161,33.61974,1
2005,"'Libreville',Gabon","Libreville, Estuaire",0.39324,9.44633,1
2005,"'Lima',Peru",Perú,-11.94138,-77.04546,1
2005,"'Ljubljana',Slovenia",Ljubljana,46.05062,14.50282,2
2005,"'Lome',Togo","Lomé, Maritime",6.13969,1.22958,11
2005,"'London',United Kingdom","London, Greater London, England",51.50740836,-0.127698693,3
2005,"'Luanda',Angola",Luanda,-8.81566,13.23288,1
2005,"'Lusaka',Zambia",Lusaka,-15.42561,28.27873,4
2005,"'Madrid',Spain","Madrid, Comunidad de Madrid",40.41955,-3.69196,3
2005,"'Maha Sarakham',Thailand",Thailand,15.80021424,103.0328097,1
2005,"'Mainz',Germany","Mainz, Rheinland-Pfalz",50.00062,8.27241,1
2005,"'Mallow',Ireland","Mallow, Cork",52.13778,-8.64871,1
2005,"'Managua',Nicaragua",Managua,12.1172,-86.24081,4
2005,"'Manama',Bahrain","Manama, Al Manama",26.22952,50.57604,1
2005,"'Manila',Philippines","Manila, First District NCR, National Capital Region",14.60487,120.98627,2
2005,"'Manipur',India",Manipur,24.73163663,93.88394227,1
2005,"'Manzini',Swaziland",Manzini,-26.4932,31.3882,1
2005,"'Maputo',Mozambique","Maputo, Maputo City",-25.97456,32.57327,1
2005,"'Marhamat',Uzbekistan","Marhamat, Andijon",40.48048,72.31388,2
2005,"'Mariental',Namibia","Mariental, Hardap",-24.62704,17.95551,1
2005,"'Marseille',France","Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",43.29337,5.37132,1
2005,"'Maryland County',Liberia","Maryland County, Maryland",4.75,-7.75,1
2005,"'Mayo',Ireland",Mayo,53.92451809,-9.384775566,4
2005,"'Mbabane',Swaziland","Mbabane, Hhohho",-26.32603,31.1411,3
2005,"'Mediterranean',Spain",Mediterranean,41.40493,2.1925,1
2005,"'Metropolitan University',Chile",University of Chile,-33.44455,-70.65095,1
2005,"'Mexico City',Mexico",MEX,19.4347,-99.08476,2
2005,"'Ministry',Iraq",Ministry of War,33.5358,44.41321,1
2005,"'Minsk',Belarus",Minsk,53.90374,27.56546,3
2005,"'Mogadishu',Somalia","Mogadishu, Banaadir",2.03812,45.34157,1
2005,"'Mombasa',Kenya",Mombasa,-4.05738,39.66274,1
2005,"'Momostenango',Guatemala","Momostenango, Totonicapán",15.04541661,-91.40836157,1
2005,"'Monrovia',Liberia","Monrovia, Greater Monrovia, Montserrado",6.31672,-10.80213,6
2005,"'Montevideo',Uruguay",Montevideo,-34.87417,-56.16293,1
2005,"'Moroni',Comoros","Moroni, Grande Comore",-11.69221,43.25918,3
2005,"'Moscow',Russia",Rus,55.87737,37.70001,5
2005,"'Multan',Pakistan","Multān, Punjab",30.19556,71.47528,1
2005,"'Mutsamudu',Comoros","Mutsamudu, Nzwani",-12.16107,44.40355,1
2005,"'Muzaffarabad',Pakistan","Muzaffarābād, Azad Kashmir",34.37002,73.47082,1
2005,"'Nairobi',Kenya",Nairobi,-1.28352,36.82379,3
2005,"'Najah',Iraq",Na'jah,31.083,45.26894,1
2005,"'Namyangju',South Korea",Namyangju,37.64963,127.33826,1
2005,"'Narva',Estonia","Narva, Ida-Viru Maakond",59.3798,28.17853,1
2005,"'Naryn',Kyrgyzstan","Naryn, Tien-Shan, Naryn",41.42838,75.99678,2
2005,"'Nation Wide',Nepal",Nation Wide,12.96428,77.6423,1
2005,"'National',Guatemala",National Bank,14.81978,-91.51604,1
2005,"'National',Namibia",National Museum of Namibia,-22.5694,17.08772,1
2005,"'National Agrarian',Nicaragua",Universidad Nacional Agraria,12.14352,-86.15269,1
2005,"'New Delhi',India",India,28.56788,77.18912,2
2005,"'Niamey',Niger",Niamey,13.51627,2.11633,4
2005,"'Nizhny Novgorod',Russia",Rossiya,56.28646,43.93127,1
2005,"'Nomtsoub',Namibia",Nomt Soub Bar,-17.91657,15.99344,1
2005,"'Nouakchott',Mauritania",Nouakchott,18.09193,-15.97248,5
2005,"'Okahandja',Namibia","Okahandja, Otjozondjupa",-21.97156,16.89777,2
2005,"'Omuthiyagwiipundi',Namibia","Omuthiyagwiipundi, Oshikoto",-18.36101,16.58175,1
2005,"'Opuwo',Namibia","Opuwo, Kunene",-18.05914,13.84087,1
2005,"'Otjiwarongo',Namibia","Otjiwarongo, Otjozondjupa",-20.46119,16.65116,1
2005,"'Outapi',Namibia","Outapi, Omusati",-17.50502,14.99147,1
2005,"'Paiam',Papua New Guinea",Papua New Guinea,-6.475589907,145.2538009,1
2005,"'Pakistani Kashmir',Pakistan",Pakistani,30,70,1
2005,"'Pala',Chad","Pala, Erde-Pala, Mayo-Dallah, Mayo-Kebbi Ouest",9.36531,14.91449,1
2005,"'Panama City',Panama","Panama, Panamá",8.95239,-79.5354,2
2005,"'Pareliya',Sri Lanka",Pereliya,6.1654,80.0892,1
2005,"'Paris',France","Paris, Île-de-France",48.85717,2.3414,2
2005,"'Pattaya',Thailand","Pattaya, Chon Buri",12.94937257,100.892905,1
2005,"'Pokhara',Nepal","Nepal, Pokhara, Gandaki",28.20944,84.00199,1
2005,"'Port',Haiti","Port-au-Prince, Haiti",18.547327,-72.3395928,2
2005,"'Port Gentil',Gabon","Port-Gentil, Bendjé, Ogooué-Maritime",-0.72105,8.75494,1
2005,"'Port Louis',Mauritius",Port Louis,-20.16544,57.51491,1
2005,"'Port Moresby',Papua New Guinea","Port Moresby, Central Province",-9.45507,147.20381,3
2005,"'Port Sudan',Sudan","Port Sudan, Red Sea",19.61745,37.21644,1
2005,"'Porto Rotondo Sardinia',Italy","Porto Rotondo, Olbia, Sassari",41.02329,9.54242,1
2005,"'Prachuap Khiri Khan',Thailand",Prachuap Khiri Khan,11.81214637,99.79786791,1
2005,"'Praia',Cape Verde","Praia, Ilhas do Sotavento",14.9155,-23.50941,2
2005,"'PUERTO',Venezuela","Puerto, Bolívar",7.08333,-62.26667,1
2005,"'Pyongtaek',South Korea",P'Yongt'Aek,36.99136,127.08255,1
2005,"'Quebec',Canada",Québec,46.81273,-71.2193,1
2005,"'Quezon City',Philippines","Quezon City, Second District NCR, National Capital Region",14.67296,121.0495,1
2005,"'Quito',Ecuador",Quito,-0.20565,-78.50888,6
2005,"'Ramadi',Iraq","Ramadi, Anbar",33.42056,43.30778,1
2005,"'Rome',Italy",Rome,41.90322,12.49565,3
2005,"'Saatli',Azerbaijan",Saatlı,39.93464,48.36766,1
2005,"'Sabirabad',Azerbaijan",Sabirabad,40.00268,48.47039,1
2005,"'Samarqand',Uzbekistan",Samarqand,39.58333,66.58333,1
2005,"'Samawah',Iraq","Samāwah, Nīnawá",36.80771,43.6539,1
2005,"'San Jose',Costa Rica","San José, San José",9.92975,-84.08569,2
2005,"'Sana',Yemen",Sana,15.3667,44.21122,3
2005,"'Santa Cruz',Guatemala",Santa Cruz,16.68333,-89.56667,1
2005,"'Sao Paulo',Brazil",Brazil,-23.52051,-46.59286,1
2005,"'Saqqez',Iran","Saqqez, Kordestān",36.24992,46.2735,1
2005,"'Semipalatinsk',Kazakhstan","Semipalatynsk, East Kazakhstan",50.42675,80.26669,1
2005,"'Seoul',South Korea",Seoul,37.56826,126.97783,9
2005,"'Shahrixo',Uzbekistan","Shahrixon, Shahrixon tumani, Andijon viloyati",40.71297,72.05471,1
2005,"'Shanghai',China",Shanghai,31.22222,121.45806,1
2005,"'Shannon',Ireland","Shannon, Clare",52.71021,-8.88222,1
2005,"'Shengyou',China","Shangyou, Jiangxi",28.51124,115.09558,1
2005,"'Skopje',Macedonia","Skopje, Skopski",41.99469,21.43026,2
2005,"'Sofia',Bulgaria",България,42.66396,23.28791,3
2005,"'Soshanguve',South Africa","Soshanguve, Soshanguve AA, Tshwane, Gauteng",-25.50157,28.10812,1
2005,"'South',Kazakhstan",Kazakhstan,48.18310616,67.19504548,1
2005,"'Southampton West Wales',United Kingdom","Southampton Row, Pembroke Dock, Dyfed, Wales, SA72 6",51.69208004,-4.954109916,1
2005,"'Split',Croatia","Split, Splitsko-dalmatinska županija",43.50275,16.44273,1
2005,"'Stavropol',Russia","Stavropol, Stavropolský kraj",45.05167,41.99359,1
2005,"'Swakopmund',Namibia","Swakopmund, Erongo",-22.6782,14.52811,1
2005,"'Tabligbo',Togo","Tabligbo, Yoto, Maritime",6.58795,1.49942,1
2005,"'Taipei',Taiwan",R.O.C,25.03692,121.49958,1
2005,"'Tallinn',Estonia","Tallinn, Harju Maakond",59.43642,24.75258,3
2005,"'Tartu',Estonia","Tartu, Tartu Maakond",58.37621,26.72573,1
2005,"'Tashkent',Uzbekistan","Tashkent, Toshkent shahri",41.32567,69.24129,1
2005,"'Tbilisi',Georgia",Tbilisi,41.70907,44.7961,1
2005,"'Tegucigapa',Honduras","Tegucigalpa, Distrito Central, Francisco Morazán",14.08192,-87.20547,1
2005,"'Tehran',Iran",Tehrān,35.69439,51.42151,2
2005,"'Tetovo',Macedonia","Tetovo, Poloshki",42.00793,20.97007,1
2005,"'Tikrit',Iraq","Tikrit, Salah Ad-Din",34.60279,43.68216,1
2005,"'Toronto',Canada","Toronto, Ontario",43.64869,-79.38544,1
2005,"'Tura',India","Tura, Rongram, West Garo Hills, Meghalaya",25.51408,90.18944,1
2005,"'U.S.',Brazil","Santos, São Paulo",-23.96128,-46.32806,1
2005,"'Ukwangali Traditional Authority',Namibia",Ondonga Traditional Authority,-17.92165,15.98987,1
2005,"'Ulan Bator',Mongolia",Ulan Bator,47.92218,106.9181,5
2005,"'Uzgen',Kyrgyzstan","Uzgen, Osh",40.76994,73.30068,1
2005,"'Val Di Susa',Italy",Val di Susy,41.47099,14.71817,1
2005,"'Valparaiso',Chile",Valparaíso,-33.05224,-71.60218,1
2005,"'Viterbo',Colombia","Viterbo, Caldas",5.06173,-75.87171,1
2005,"'Warsaw',Poland",Polska,52.20352,21.02239,1
2005,"'Waterford',Ireland",Waterford,52.26323,-7.11636,1
2005,"'West Wales',United Kingdom","Westfield, Caldicot, Newport, Gwent, Wales, NP26 4",51.59033306,-2.76029468,1
2005,"'Windhoek',Namibia","Namibia, Khomas",-22.57159,17.09074,6
2005,"'Xinchang',China",Xinchang,29.22262,102.30148,1
2005,"'Yerevan',Armenia","Yerevan, Erivan",40.1786,44.51287,8
2005,"'Zagreb',Croatia",Croatia,45.80125,15.89776,1
2005,"'Zanzibar',Tanzania","Zanzibar, Mjini, Mjini Magharibi",-6.17683,39.22395,1
2005,"'Zaqala',Azerbaijan",Azerbaijan,40.29016197,47.52870741,1
2005,"'Zhejiang',China",Zhejiang,29,120,1
2006,,,NA,NA,129
2006,"'Abancay',Peru","Abancay, Apurimac",-13.63471,-72.88432,1
2006,"'Abidjan',Ivory Coast",Abidjan,5.3269,-4.02173,3
2006,"'Abuja',Nigeria","Abuja, Abuja Municipal, Federal Capital Territory",9.06344,7.46228,1
2006,"'Addis Ababa',Ethiopia",Ethiopia,9.03194,38.75351,1
2006,"'Allahabad',India","Allahabad, Prayagraj, Uttar Pradesh",25.43609,81.84718,1
2006,"'Almaty',Kazakhstan",Kazakhstan,43.251,76.95589,5
2006,"'Andijon',Uzbekistan","Uzbekistan, Andijon",40.72827,72.09065,1
2006,"'Astana',Kazakhstan","Astana, Nur-Sultan",51.12771,71.4283,1
2006,"'Atambua',Indonesia","Atambua, East Nusa Tenggara",-9.10611,124.8925,1
2006,"'Athens',Greece",Athens,37.97614,23.7364,1
2006,"'Avigliana',Italy","Avigliana, Torino",45.07685,7.39755,2
2006,"'Baidoa',Somalia","Baidoa, Bay",3.11383,43.6498,1
2006,"'Baku',Azerbaijan",Baku,40.41066,49.87222,3
2006,"'Banepa',Nepal","Banepa, Bagmati",27.63429,85.52398,1
2006,"'Bangkok',Thailand",Thailand,13.75328,100.54172,16
2006,"'Bangui',Central African Republic",Bangui,4.39669,18.5586,5
2006,"'Barda',Azerbaijan",Barda,40.37508,47.12261,1
2006,"'Barnaul',Russia",Rossiya,53.35082,83.77212,1
2006,"'Belmullet',Ireland","Belmullet, Belmullet (Ballina), Ballina, Mayo",54.22531,-9.98811,1
2006,"'Berlin',Germany",Berlin,52.51604,13.37691,1
2006,"'Beruit',Lebanon","'Beruit',Lebanon",33.8959203,35.47843,6
2006,"'Bishkek',Kyrgyzstan",Bishkek,42.88434,74.60354,3
2006,"'Blantyre',Malawi","Blantyre, Southern Region",-15.78727,35.00088,3
2006,"'Bogota',Colombia","Colombia, Barrios Unidos, Bogota, Bogotá, D.C.",4.65995,-74.06648,1
2006,"'Boroo Mine',Mongolia",Mongolia,46.83469147,103.0676331,1
2006,"'Buenos',Argentina",Argentina,-35.49575818,-65.07154211,1
2006,"'Bul',Zimbabwe",Zimbabwe,-19.01620547,29.88427675,1
2006,"'Cairo',Egypt",Egypt,30.0454,31.23561,3
2006,"'Calcutta',India",India,22.57626,88.3644,1
2006,"'Caledonia',Canada","Caledonia, Queens, Nova Scotia",44.37582,-65.02855,1
2006,"'Cape Town',South Africa",S Africa,-33.98609,18.46878,1
2006,"'Capri',Italy","Capri, Napoli",40.55014,14.24169,1
2006,"'Caracas',Venezuela","Caracas, Municipio Libertador, Distrito Capital",10.48801,-66.87919,5
2006,"'Cartagena',Colombia",Colombia,10.42445,-75.55218,1
2006,"'Chandragadi',Nepal","Chandragadhi, Mechi",26.58549,88.09219,1
2006,"'Chiloe',Chile","Chiloé, Los Lagos",-42.64570989,-73.85676614,1
2006,"'Chisinau',Moldova",Chisinau,47.02459,28.83242,1
2006,"'Chulalongkorn University',Thailand",Chulalongkorn University,13.73867,100.5297,1
2006,"'Conakry',Guinea",Conakry,9.51198,-13.70538,2
2006,"'Cork',Ireland",Cork,51.89834,-8.47279,2
2006,"'Cotonou',Benin","Cotonou, Littoral",6.37266,2.4254,1
2006,"'Crete',Greece",Crete,35.22906651,24.84517003,1
2006,"'Damadola',Pakistan","Damadola, Federally Administered Tribal Areas",34.8053,71.46792,1
2006,"'Dhaka',Bangladesh",Bangladesh,23.79389,90.40457,11
2006,"'Diffa',Niger",Diffa,13.31563,12.61147,2
2006,"'Dili',Timor Leste",Dili,-8.55408,125.57033,2
2006,"'Diyarbakir',Turkey","Diyarbakır, Bağlar, Diyarbakır",37.92444,40.21072,1
2006,"'Dubai',United Arab Emirate",Dubai,25.26951,55.30884,1
2006,"'Dublin',Ireland",Dublin,53.34807,-6.24827,16
2006,"'Dun Laoghaire',Ireland","Dún Laoghaire, Dun Laoghaire, Leinster",53.29395,-6.13586,1
2006,"'Eastern Lowlands',Bolivia",Eastern Lowlands,-16,-64,1
2006,"'Edinburgh',United Kingdom","Edinburgh, City of Edinburgh, Scotland",55.9533395,-3.189106896,1
2006,"'Enfield',Ireland","Enfield, Navan, Meath",53.41419,-6.8298,1
2006,"'Frankfurt',Germany","Frankfurt, Hessen",50.11208,8.68341,1
2006,"'Gaborone',Botswana",Gaborone,-24.65527,25.91904,2
2006,"'Galway',Ireland",Galway,53.27395,-9.04831,1
2006,"'Georgetown',Guyana","Georgetown, Alberttown, Georgetown, IV-1 Moblissa/la Reconnai, Demerara-Mahaica",6.811380047,-58.15522493,1
2006,"'Ghaziabad',India","Ghāziābād, Uttar Pradesh",28.66249,77.43777,1
2006,"'Gilgil',Kenya","Gilgil, Nakuru",-0.49944,36.32348,1
2006,"'Glasgow',United Kingdom","Glasgow, City of Glasgow, Scotland",55.86362504,-4.236869947,1
2006,"'Guang',China","Guang'an, Guangdong",22.32072,112.59763,1
2006,"'Gueckedou',Guinea","Guéckédou, Guéckédou-Centre, Guéckédou, Nzérékoré",8.55318,-10.13921,1
2006,"'Guiria Port',Venezuela","Güiria, Bermúdez, Sucre",10.6674,-63.33444,1
2006,"'Halabja',Iraq","Halabja, As Sulaymaniyah",35.2094,45.94292,1
2006,"'Hangzhou',China","Hangzhou, Zhejiang",30.29365,120.16142,1
2006,"'Harare',Zimbabwe",Zimbabwe,-17.99828,31.05703,1
2006,"'Hat Yai',Thailand","Hat Yai, Songkhla",7.002059197,100.4572359,1
2006,"'Helao Nafidi',Namibia","Helao Nafidi St, Ongwediva, Oshana",-17.77211592,15.76022801,1
2006,"'Islamabad',Pakistan","Islamabad, Islāmābād",33.72148,73.04329,3
2006,"'Istanbul',Turkey","İstanbul, Istanbul",41.01384,28.94966,1
2006,"'Jakarta',Indonesia","Jakarta, DKI Jakarta",-6.17148,106.82649,2
2006,"'Kalinganagar Industrial Area',India",Kalinga Nagar Industrial Complex,20.96762,86.05395,1
2006,"'Kampung Bukit Rok',Malaysia","Kampung Bukit Rok, Pahang",3.3577,102.5665,1
2006,"'Kamsar',Guinea","Kamsar, Boké",10.65943,-14.59615,1
2006,"'Kanchpur',Bangladesh",Kāchpur,23.70146,90.53294,1
2006,"'Kansat',Bangladesh","Kansat, Shibganj",24.72158,88.16868,1
2006,"'Kaohsiung',Taiwan",Kaohsiung City,22.62014,120.31226,1
2006,"'Karachi',Pakistan","Karachi, Karāchi District, Sindh",24.9056,67.0822,1
2006,"'Kathmandu',Nepal","Kathmandu, Bagmati",27.69329,85.32227,18
2006,"'Kinshasa',Congo Kinshasa","Kinshasa, Sembé, Sangha",1.99774,14.78264,5
2006,"'Kiziltepe',Turkey","Kızıltepe, Mardin",37.19329,40.58768,1
2006,"'Kuala Lumpur',Malaysia","Kuala Lumpur, Wilayah Persekutuan",3.14789,101.69405,5
2006,"'Kumakwane',Botswana","Kumakwane, Kweneng",-24.65749,25.70099,1
2006,"'Kuwait City',Kuwait","Kuwait, Kuwait City",29.37321,47.97142,1
2006,"'Lake Izabal',Guatemala",El Golfete,15.73333,-88.88333,1
2006,"'Lima',Peru",Perú,-11.94138,-77.04546,2
2006,"'Limerick',Ireland",Limerick,52.66098,-8.63259,1
2006,"'Ljubljana',Slovenia",Ljubljana,46.05062,14.50282,1
2006,"'Lome',Togo","Lomé, Maritime",6.13969,1.22958,1
2006,"'London',United Kingdom","London, Greater London, England",51.50740836,-0.127698693,7
2006,"'Luanda',Angola",Luanda,-8.81566,13.23288,1
2006,"'Lumpa',Sierra Leone","Lumpa, Western Rural, Western",8.32799,-13.0613,1
2006,"'Lusaka',Zambia",Lusaka,-15.42561,28.27873,2
2006,"'Mai',Thailand","Mai, Non Sung, Nakhon Ratchasima",15.13884153,102.2689482,1
2006,"'Maipu',Chile","Maipú, Santiago, Región Metropolitana de Santiago",-33.51037,-70.75694,1
2006,"'Mamou',Guinea","Mamou, Mamou-Centre, Mamou",10.37275,-12.0821,1
2006,"'Managua',Nicaragua",Managua,12.1172,-86.24081,3
2006,"'Manila',Philippines","Manila, First District NCR, National Capital Region",14.60487,120.98627,1
2006,"'Mariental',Namibia","Mariental, Hardap",-24.62704,17.95551,1
2006,"'Matadi',Congo Kinshasa","Matadi, Bas-Congo",-5.79949,13.44068,1
2006,"'Mayo',Ireland",Mayo,53.92451809,-9.384775566,4
2006,"'Mbabane',Swaziland","Mbabane, Hhohho",-26.32603,31.1411,2
2006,"'Meath',Ireland",Ireland,53.65803,-6.77854,1
2006,"'Mexico City',Mexico",MEX,19.4347,-99.08476,5
2006,"'Milan',Italy",Milan,45.46796,9.18178,1
2006,"'Minsk',Belarus",Minsk,53.90374,27.56546,2
2006,"'Mochudi',Botswana","Mochudi, Kgatleng",-24.393,26.14094,1
2006,"'Mogadishu',Somalia","Mogadishu, Banaadir",2.03812,45.34157,4
2006,"'Monaghan',Ireland",Monaghan,54.15503572,-6.923398179,1
2006,"'Monrovia',Liberia","Monrovia, Greater Monrovia, Montserrado",6.31672,-10.80213,2
2006,"'Montevideo',Uruguay",Montevideo,-34.87417,-56.16293,2
2006,"'Montfermeil',France","Montfermeil, Seine-Saint-Denis, Île-de-France",48.90142,2.57021,1
2006,"'Moroni',Comoros","Moroni, Grande Comore",-11.69221,43.25918,1
2006,"'Moscow',Russia",Rus,55.87737,37.70001,2
2006,"'Naghadeh',Iran",Naghadeh,36.96534,45.40031,1
2006,"'Nairobi',Kenya",Nairobi,-1.28352,36.82379,4
2006,"'Nanchang',China",Nanchang,28.68507,115.89531,1
2006,"'Napo',Ecuador",Napo,-0.655483565,-77.8231131,3
2006,"'Nardaran',Azerbaijan",Nardaran,40.55611,50.00556,1
2006,"'National',United Kingdom",National,53.76857,-0.35684,2
2006,"'Netrokona',Bangladesh",Netrokona,24.87083014,90.84612915,1
2006,"'New Delhi',India",India,28.56788,77.18912,4
2006,"'Niamey',Niger",Niamey,13.51627,2.11633,3
2006,"'Nkoltang',Gabon","Nkoltang, Ntoum, Komo-Mondah, Estuaire",0.372405501,9.696631762,1
2006,"'Oaxaca',Mexico","México, Loma Bonita, Oaxaca",18.11597,-95.87119,1
2006,"'Omuthiya',Namibia","Omuthiya, Oshikoto",-17.71667,16.21667,1
2006,"'Ondangwa',Namibia","Ondangwa, Oshana",-17.91172,15.9734,1
2006,"'Onyaanya',Namibia","Onyaanya, Oshikoto",-18.07088,16.23967,1
2006,"'Orissa',India",Orissa,20.51256891,84.42206755,1
2006,"'Osh',Kyrgyzstan","Kyrgyzstan, Osh",40.51062,72.74848,1
2006,"'Ouagadougou',Burkina Faso","Ouagadougou, Kadiogo, Centre",12.36857,-1.5271,3
2006,"'Pan American Highway',Honduras","Honduras, Las Américas, Río Bravo, Tamaulipas, 88925",25.9939343,-98.06133747,1
2006,"'Panama City',Panama","Panama, Panamá",8.95239,-79.5354,2
2006,"'Panlong',China","Panlong, Jiangxi",25.83333,114.86667,1
2006,"'Papua',Indonesia",Papua,-5,140,2
2006,"'Paris',France","Paris, Île-de-France",48.85717,2.3414,3
2006,"'Phnom Phen',Cambodia","Phnom Pen, Krŏng Phnum Pénh",11.56245,104.91601,1
2006,"'Piendamo',Colombia","Piendamó, Cauca",2.63969,-76.5289,1
2006,"'Pokhara',Nepal","Nepal, Pokhara, Gandaki",28.20944,84.00199,1
2006,"'Port',Haiti","Port-au-Prince, Haiti",18.547327,-72.3395928,3
2006,"'Port Louis',Mauritius",Port Louis,-20.16544,57.51491,1
2006,"'Porto Alegre',Brazil","Porto Alegre, Rio Grande do Sul",-30.03393,-51.22799,1
2006,"'Pyongtaek',South Korea",P'Yongt'Aek,36.99136,127.08255,1
2006,"'Quetta',Pakistan","Quetta, Balochistān",30.199,67.00971,1
2006,"'Quito',Ecuador",Quito,-0.20565,-78.50888,2
2006,"'Reggio',Italy",Reggio,40.34999,18.15022,1
2006,"'Rokar Khnong',Cambodia",Cambodia,12.70926636,104.9111236,1
2006,"'Rome',Italy",Rome,41.90322,12.49565,1
2006,"'Rutshuru',Congo Kinshasa","Rutshuru, Nord Kivu",-1.18417,29.44889,1
2006,"'San Salvador',El Salvador",San Salvador,13.69967,-89.2068,4
2006,"'San Salvador Atenco',Mexico","San Salvador Atenco, Atenco, México",19.55043,-98.91909,1
2006,"'Santiago',Chile",Chile,-33.41543,-70.66438,6
2006,"'Sanzhou',China","Sanzhou, Jiangxi",27.05962,115.80526,2
2006,"'Sao Paulo',Brazil",Brazil,-23.52051,-46.59286,2
2006,"'Selebi Phikwe',Botswana",Selebi-Phikwe,-21.97609,27.83728,1
2006,"'Seoul',South Korea",Seoul,37.56826,126.97783,11
2006,"'Shannon',Ireland","Shannon, Clare",52.71021,-8.88222,1
2006,"'Sibate',Colombia","Sibaté, Cundinamarca",4.48915,-74.25996,1
2006,"'Skopje',Macedonia","Skopje, Skopski",41.99469,21.43026,2
2006,"'Somerset',United Kingdom","Somerset, England",51.14694838,-2.886803579,1
2006,"'Song Than',Vietnam",Sông Than,11.71667,108.76667,1
2006,"'Southern Vietnam',Vietnam","Vietnam, Santiago",19.4267,-70.6933,1
2006,"'Spanish Town',Jamaica","Spanish Town, St Catherine",17.99507,-76.95334,1
2006,"'St. Petersburg',Russia",St.-Petersburg,59.89444,30.26417,1
2006,"'Susa Valley',Italy",Valle di Susa,45.15,7.16667,1
2006,"'Taigou',China","Taigou, Henan",33.08056,113.51993,1
2006,"'Tainan',Taiwan",Tainan City,22.99124,120.18476,1
2006,"'Taipei',Taiwan",R.O.C,25.03692,121.49958,11
2006,"'Tallinn',Estonia","Tallinn, Harju Maakond",59.43642,24.75258,8
2006,"'Tehran',Iran",Tehrān,35.69439,51.42151,4
2006,"'Tikrit',Iraq","Tikrit, Salah Ad-Din",34.60279,43.68216,1
2006,"'Toamasina',Madagascar","Toamasina, Atsinanana",-18.1492,49.40234,1
2006,"'Tokyo',Japan",Tokyo,35.68945633,139.6917161,2
2006,"'Toliara',Madagascar","Toliara, Toliary, Atsimo Andrefana",-23.35015,43.66536,1
2006,"'Tonkolili District',Sierra Leone","Tonkolili District, Northern Province",8.66667,-11.66667,1
2006,"'Toomevara',Ireland","Toomevara, Nenagh, Tipperary",52.85011,-8.03597,1
2006,"'Tralee',Ireland","Tralee, Kerry",52.26936,-9.70478,3
2006,"'Tranmore',Ireland","Tramore, Munster",51.87722,-8.445,1
2006,"'Tsumeb',Namibia",Namibia,-19.24136,17.70769,1
2006,"'Ulan Bator',Mongolia",Ulan Bator,47.92218,106.9181,8
2006,"'University',Venezuela",University Stadium,10.4898,-66.8839,1
2006,"'Vadodara',India","Vadodara, Gujarat",22.30946,73.17988,1
2006,"'Valparaiso',Chile",Valparaíso,-33.05224,-71.60218,2
2006,"'Voinjama',Liberia","Voinjama, Lofa",8.42194,-9.74778,1
2006,"'Walvis Bay',Namibia","Walvis Bay, Erongo",-22.95737,14.50524,2
2006,"'Waterford',Ireland",Waterford,52.26323,-7.11636,1
2006,"'Watergrasshill',Ireland","Watergrasshill, Cork",52.0109,-8.34492,1
2006,"'Westminster',United Kingdom",Westminster,51.54755,0.6805,1
2006,"'Windhoek',Namibia","Namibia, Khomas",-22.57159,17.09074,5
2006,"'Yerevan',Armenia","Yerevan, Erivan",40.1786,44.51287,1
2006,"'Yinan County',China","Yinan, Shandong",35.54278,118.455,1
