year,X0,Coordinates0,Latitude0,Longitude0,freq
1998,"'Dakar',Senegal",Dakar,14.66927,-17.43661,1
1998,"'Dar Es Salaam',Tanzania","Dar es Salaam, Kinondoni, Dar es Salaam",-6.815,39.28671,1
1998,"'Dhaka',Bangladesh",Bangladesh,23.79389,90.40457,8
1998,"'Diffa Region',Niger",Diffa,13.31563,12.61147,1
1998,"'Dumcree',United Kingdom","Drumcree, N Ireland",54.43333,-6.46667,2
1998,"'Dzhalal Abad',Kyrgyzstan","Dzhalal-Abad, Jalal-Abad",40.93333,73,1
1998,"'Dzhambul',Kazakhstan",Kazakhstan,43.2706,76.6707,1
1998,"'Ecuador',Ecuador","Ecuador, Huila",2.37433,-75.87004,1
1998,"'Estonia',Estonia","Estonia, Comuna 2, Palmira, Valle del Cauca",3.54062,-76.30157,1
1998,"'European Union',Latvia",European Union,5.57473,-0.17932,1
1998,"'Faisalabad',Pakistan","Faisalābād, Punjab",31.41667,73.08333,2
1998,"'Frankfurt',Germany","Frankfurt, Hessen",50.11208,8.68341,1
1998,"'Georgetown',Guyana","Georgetown, Alberttown, Georgetown, IV-1 Moblissa/la Reconnai, Demerara-Mahaica",6.811380047,-58.15522493,8
1998,"'Germany',Germany","Berlin, Germany",52.5170365,13.3888599,1
1998,"'Gogolin',Poland","Gogolin, Powiat Krapkowicki, Woj. Opolskie",50.49236,18.01818,1
1998,"'Harare',Zimbabwe",Zimbabwe,-17.99828,31.05703,8
1998,"'Hong Kong',China",Hong Kong,22.2783,114.16039,1
1998,"'Ibadan',Nigeria","Ibadan, Oyo",7.38778,3.89639,1
1998,"'Indian Foundation Brasilia',Brazil","Brasília, Distrito Federal",-15.77829,-47.92909,1
1998,"'Islamabad',Pakistan","Islamabad, Islāmābād",33.72148,73.04329,1
1998,"'Istanbul',Turkey","İstanbul, Istanbul",41.01384,28.94966,2
1998,"'Italy',Italy","Rome, Italy",41.8933203,12.4829321,1
1998,"'Jakarta',Indonesia","Jakarta, DKI Jakarta",-6.17148,106.82649,7
1998,"'Janeiro',Brazil",JANEIRO,-22.9868,-43.22275,1
1998,"'Kafue Lusaka Road',Zambia","Kafue, Lusaka",-15.75143,28.16372,1
1998,"'Kalisz',Poland","Kalisz, Woj. Wielkopolskie",51.77214,18.10087,1
1998,"'Kampala',Uganda",Kampala,0.31589,32.57501,1
1998,"'Karachi',Pakistan","Karachi, Karāchi District, Sindh",24.9056,67.0822,2
1998,"'Kathmandu',Nepal","Kathmandu, Bagmati",27.69329,85.32227,4
1998,"'Kendari',Indonesia","Kendari, Sulawesi Tenggara",-3.97245,122.58526,1
1998,"'Kiev',Ukraine",Kiev,50.45056,30.52428,2
1998,"'Kingston',Jamaica",Kingston,17.97096,-76.78827,1
1998,"'Kinondoni',Tanzania","Kinondoni, Dar es Salaam",-6.728308589,39.14256182,1
1998,"'Kitwe',Zambia","Kitwe, Copperbelt",-12.81729,28.20979,1
1998,"'Koudougou',Burkina Faso","Koudougou, Boulkiemdé, Centre-Ouest",12.25144,-2.36389,1
1998,"'Kuala Lumpur',Malaysia","Kuala Lumpur, Wilayah Persekutuan",3.14789,101.69405,9
1998,"'La Ceiba',Honduras","La Ceiba, Atlántida",15.7701,-86.73836,1
1998,"'La Paz',Bolivia",Bolivia,-16.49736,-68.1286,4
1998,"'Lagos',Nigeria","Lagos, Lagos Island, Lagos",6.4547,3.38876,1
1998,"'Lahore',Pakistan","Lahore, Punjab",31.54972,74.34361,1
1998,"'Lamtrakong',Thailand",Lamtakhong,14.84411,101.62418,1
1998,"'Leipzig',Germany","Leipzig, Sachsen",51.3452,12.38594,1
1998,"'Lhasa',China","Lhasa, Tibet Autonomous Region",29.65,91.1,1
1998,"'Libreville',Gabon","Libreville, Estuaire",0.39324,9.44633,2
1998,"'Licey',Dominican Republic",Licey,19.45,-70.63333,1
1998,"'Lima',Peru",Perú,-11.94138,-77.04546,4
1998,"'Lome',Togo","Lomé, Maritime",6.13969,1.22958,6
1998,"'London',United Kingdom","London, Greater London, England",51.50740836,-0.127698693,6
1998,"'Los Teques',Venezuela","Los Teques, Bolivariano de Guaicaipuro, Bolivariano de Miranda",10.34914,-67.04268,1
1998,"'Lusaka',Zambia",Lusaka,-15.42561,28.27873,3
1998,"'Madhya Pradesh',India","India, Sardarpur, Dhar, Madhya Pradesh",22.50709,74.92646,1
1998,"'Managua',Nicaragua",Managua,12.1172,-86.24081,3
1998,"'Maputo',Mozambique","Maputo, Maputo City",-25.97456,32.57327,1
1998,"'Maradi',Niger","Maradi, Madarounfa, Maradi",13.50082,7.10303,2
1998,"'Maseru',Lesotho",Maseru,-29.31618,27.49303,4
1998,"'Mbabane',Swaziland","Mbabane, Hhohho",-26.32603,31.1411,1
1998,"'Mexico City',Mexico",MEX,19.4347,-99.08476,3
1998,"'Ministry',Poland",Poland,52.12379015,19.39876899,1
1998,"'Minsk',Belarus",Minsk,53.90374,27.56546,1
1998,"'Mirebalais',Haiti","Mirebalais, Centre",18.83486,-72.10624,1
1998,"'Monrovia',Liberia","Monrovia, Greater Monrovia, Montserrado",6.31672,-10.80213,2
1998,"'Montevideo',Uruguay",Montevideo,-34.87417,-56.16293,1
1998,"'Moroni',Comoros","Moroni, Grande Comore",-11.69221,43.25918,3
1998,"'Moscow',Russia",Rus,55.87737,37.70001,2
1998,"'Museum',Brazil",Sao Paulo Museum of Art,-23.56111,-46.65583,1
1998,"'Muszyna',Poland","Muszyna, Powiat Nowosądecki, Woj. Małopolskie",49.35655,20.89711,1
1998,"'Mutare',Zimbabwe","Mutare, Manicaland",-18.95725,32.6599,1
1998,"'Nairobi',Kenya",Nairobi,-1.28352,36.82379,4
1998,"'NAKHON',Thailand",Changwat Nakhon Si Thammarat Nakhon Si Thammarat,8.39102,99.82203,1
1998,"'Narva',Estonia","Narva, Ida-Viru Maakond",59.3798,28.17853,1
1998,"'National',Honduras","La Nacional, Olancho",15.05,-86.46667,1
1998,"'National',Namibia",National Museum of Namibia,-22.5694,17.08772,1
1998,"'National',Yugoslavia","Yugoeslavia, Anzoátegui",8.19583,-64.5038,2
1998,"'New Delhi',India",India,28.56788,77.18912,3
1998,"'Niamey',Niger",Niamey,13.51627,2.11633,3
1998,"'Nonthaburi',Thailand",Thailand,13.87206967,100.5260047,1
1998,"'Northern Ireland',United Kingdom",Northern Ireland,54.61037461,-6.692688669,3
1998,"'Nouakchott',Mauritania",Nouakchott,18.09193,-15.97248,1
1998,"'Ocosingo',Mexico","Ocosingo, Fovissste, Tapachula, Chiapas, 30770",14.89858505,-92.24826388,1
1998,"'Ohangwena',Namibia",Ohangwena,-17.5847932,16.81246526,1
1998,"'Okahao',Namibia","Okahao, Omusati",-17.88692,15.06853,1
1998,"'Ouagadougou',Burkina Faso","Ouagadougou, Kadiogo, Centre",12.36857,-1.5271,1
1998,"'Panama City',Panama","Panama, Panamá",8.95239,-79.5354,4
1998,"'Paramaribo',Suriname",Suriname,5.83058,-55.14325,5
1998,"'Paris',France","Paris, Île-de-France",48.85717,2.3414,11
1998,"'Parliament Warsaw',Poland","Warsaw, Woj. Mazowieckie",52.2356,21.01037,1
1998,"'Pernambuco',Brazil",Pernambuco,-8.322813874,-37.99569998,1
1998,"'Phnom Phen',Cambodia","Phnom Pen, Krŏng Phnum Pénh",11.56245,104.91601,4
1998,"'Picsi',Peru","Picsi, Chiclayo, Lambayeque",-6.71662,-79.7713,1
1998,"'Podgorica',Yugoslavia","Yugoeslavia, Anzoátegui",8.19583,-64.5038,1
1998,"'Polish',Poland",Polish Pub,50.05986,19.93784,2
1998,"'Port',Haiti","Port-au-Prince, Haiti",18.547327,-72.3395928,1
1998,"'Port Moresby',Papua New Guinea","Port Moresby, Central Province",-9.45507,147.20381,1
1998,"'Portadown',United Kingdom","Portadown, Craigavon, County Armagh, Northern Ireland",54.42574,-6.43807,3
1998,"'Pristina',Yugoslavia","Yugoeslavia, Anzoátegui",8.19583,-64.5038,11
1998,"'Pyongyang',North Korea","Pyongyang, P'yŏngyang-si",39.03385,125.75432,1
1998,"'Quito',Ecuador",Quito,-0.20565,-78.50888,4
1998,"'Qum',Iran","Qūm, Razavi Khorasan",36.71004,59.10096,1
1998,"'Rabat',Morocco",Rabat,34.01791,-6.83612,1
1998,"'Rangoon',Myanmar","Rangoon, Yangon",16.80528,96.15611,2
1998,"'Rehoboth',Namibia","Rehoboth, Hardap",-23.32947,17.07326,1
1998,"'Riga',Latvia",Rīga,56.94598,24.11487,11
1998,"'Rio',Brazil","Rio, Rio de Janeiro",-22.90278,-43.2075,1
1998,"'Rio Grande',Brazil","Rio Grande, Rio Grande do Sul",-32.03314,-52.09814,1
1998,"'Rome',Italy",Rome,41.90322,12.49565,1
1998,"'Rostock',Germany","Rostock, Mecklenburg-Vorpommern",54.07901,12.13231,1
1998,"'Russia',Russia",Russia,61.98952618,96.80537153,4
1998,"'Russian',Poland","Bezledy, Poland",54.3236579,20.7273519,1
1998,"'San Francisco',Dominican Republic","San Francisco, San Cristóbal",18.49086,-70.12925,1
1998,"'San Isidro Jail',Colombia","San Isidro, Casanare",6.29289,-70.18974,1
1998,"'San Jeronimo Tulija',Mexico","San Jerónimo Tulija, Chilon, Chiapas",17.22424,-91.78917,2
1998,"'San Salvador',El Salvador",San Salvador,13.69967,-89.2068,4
1998,"'Sana',Yemen",Sana,15.3667,44.21122,1
1998,"'Santiago',Chile",Chile,-33.41543,-70.66438,2
1998,"'Santo Domingo',Dominican Republic",Santo Domingo,18.47185,-69.89139,2
1998,"'Sao Paulo',Brazil",Brazil,-23.52051,-46.59286,1
1998,"'Saxony',Germany",Saxony,51.05211431,13.34826581,1
1998,"'Semenyih',Malaysia","Semenyih, Hulu Langat, Selangor",2.95137,101.84522,1
1998,"'Seoul',South Korea",Seoul,37.56826,126.97783,6
1998,"'Siberia',Russia",Siberia,60,100,1
1998,"'Sihanoukville',Cambodia",Sihanoukville,10.85975046,103.8031328,1
1998,"'Slupsk',Poland","Slupsk, Woj. Pomorskie",54.46619,17.02769,1
1998,"'Srebenica',Bosnia","Srebrenica, Vlasenička regija, Republika Srpska",44.10328,19.29837,1
1998,"'Strasbourg',France","Strasbourg, Bas-Rhin, Grand Est",48.58504,7.73642,2
1998,"'Surabaya',Indonesia","Surabaya, Jawa Timur",-7.2631,112.73133,2
1998,"'Swakopmund',Namibia","Swakopmund, Erongo",-22.6782,14.52811,2
1998,"'Szczyrk',Poland","Szczyrk, Powiat Bielski, Woj. Śląskie",49.70627,19.01008,1
1998,"'Taegu',South Korea","Taegu, Daegu",35.87028,128.59111,2
1998,"'Tahoua',Niger",Tahoua,14.88849,5.26837,1
1998,"'Taichung',Taiwan",Taichung City,24.16324,120.64821,1
1998,"'Taipei',Taiwan",R.O.C,25.03692,121.49958,4
1998,"'Tallinn',Estonia","Tallinn, Harju Maakond",59.43642,24.75258,2
1998,"'Taraz',Kazakhstan",Kazakhstan,42.91328,71.37158,2
1998,"'Tegucigalpa',Honduras","Tegucigalpa, Distrito Central, Francisco Morazán",14.08192,-87.20547,1
1998,"'Tehran',Iran",Tehrān,35.69439,51.42151,4
1998,"'Tirana',Albania",Albania,41.32146,19.81371,3
1998,"'Tizi Ouzou',Algeria",Tizi Ouzou,36.71273,4.04942,1
1998,"'Toliara',Madagascar","Toliara, Toliary, Atsimo Andrefana",-23.35015,43.66536,2
1998,"'Toulouse',France","Toulouse, Haute-Garonne, Occitanie",43.60579,1.44863,1
1998,"'Tumbes',Peru",Tumbes,-3.55556,-80.42922,1
1998,"'Ujungpandang',Indonesia","Ujungpandang, South Sulawesi",-5.14,119.4221,2
1998,"'Ulan Bator',Mongolia",Ulan Bator,47.92218,106.9181,2
1998,"'Voivodship Office',Poland",Office,53.42813,14.55158,1
1998,"'Vryburg',South Africa","Vryburg, Dr Ruth Segomotsi Mompati, North West",-26.9549,24.73147,1
1998,"'Warsaw',Poland",Polska,52.20352,21.02239,4
1998,"'West Belfast',United Kingdom",West,54.59914,-5.93194,1
1998,"'West Country',United Kingdom",United Kingdom,53.40838661,-1.969559544,1
1998,"'Windhoek',Namibia","Namibia, Khomas",-22.57159,17.09074,3
1998,"'Yerevan',Armenia","Yerevan, Erivan",40.1786,44.51287,2
1998,"'Yogyakarta',Indonesia","Yogyakarta, Daerah Istimewa Yogyakarta",-7.80371,110.3748,2
1998,"'Zagreb',Croatia",Croatia,45.80125,15.89776,1
1998,"'Zhangjiajie',China","Zhangjiajie, Hunan",29.37278,110.68657,1
1998,"'Zinder',Niger","Zinder, Mirriah, Zinder",13.80478,8.98767,2
1999,,,NA,NA,127
1999,"'Abidjan',Ivory Coast",Abidjan,5.3269,-4.02173,12
1999,"'Acapulco',Mexico","México, Acapulco, Guerrero",16.91095,-99.84445,1
1999,"'Accra',Ghana","Accra, Greater Accra",5.57888,-0.23261,3
1999,"'Arequipa',Peru",Arequipa,-16.40072,-71.53646,1
1999,"'Aussenkehr',Namibia","Aussenkehr, Karasburg, Karas",-28.35918416,17.41038545,1
1999,"'AutoSole',Italy",Autosole S.r.l.,45.5269,10.81747,1
1999,"'Baku',Azerbaijan",Baku,40.41066,49.87222,5
1999,"'Banda Aceh',Indonesia","Banda Aceh, Aceh",5.55464,95.32094,2
1999,"'Bangkok',Thailand",Thailand,13.75328,100.54172,1
1999,"'Bangui',Central African Republic",Bangui,4.39669,18.5586,1
1999,"'Beijing',China",Beijing,39.9075,116.39723,3
1999,"'Belgrade',Yugoslavia",Jugoslavija,44.83015,20.41965,13
1999,"'Berlin',Germany",Berlin,52.51604,13.37691,3
1999,"'Betim',Brazil","Betim, Minas Gerais",-19.93461,-44.08491,1
1999,"'Beylagan',Azerbaijan",Beylagan,39.77243,47.62029,1
1999,"'Bissau',Guinea-Bissau",Bissau,11.85946,-15.59853,2
1999,"'Blantyre',Malawi","Blantyre, Southern Region",-15.78727,35.00088,2
1999,"'Bogota',Colombia","Colombia, Barrios Unidos, Bogota, Bogotá, D.C.",4.65995,-74.06648,1
1999,"'Bournemouth',United Kingdom","Bournemouth, Dorset, England",50.72096088,-1.876681162,1
1999,"'Brasov',Romania",Brașov,45.64268,25.58871,2
1999,"'Bratislava',Slovak Republic",Bratislava,48.14924,17.10699,1
1999,"'Brazilian',Brazil",Brazilian,-28.0281,-48.62534,1
1999,"'Buenos',Argentina",Argentina,-35.49575818,-65.07154211,1
1999,"'Bumbesti Jiu',Romania","Bumbeşti-Jiu, Gorj",45.16667,23.4,1
1999,"'Cacak',Yugoslavia",Yugoslavia,-17.41638,-66.1587,1
1999,"'Calais',France","Calais, Pas-de-Calais, Hauts-de-France",50.95319,1.85366,1
1999,"'Cali Popayan',Colombia","Popayán, Cauca",2.44421,-76.6141,1
1999,"'Caracas',Venezuela","Caracas, Municipio Libertador, Distrito Capital",10.48801,-66.87919,3
1999,"'Cardiff',United Kingdom","Cardiff, South Glamorgan, Wales",51.48000532,-3.176864083,1
1999,"'Chapa',Guinea-Bissau","Chapa, Bigene, Cacheu",12.3881519,-15.80574804,1
1999,"'Chisinau',Moldova",Chisinau,47.02459,28.83242,2
1999,"'Chittagong',Bangladesh",Chittagong,22.34189,91.80594,4
1999,"'Cochabamba',Bolivia",Cochabamba,-17.39004,-66.16043,2
1999,"'Colombo',Sri Lanka",Sri Lanka,6.84694,79.94711,3
1999,"'Cumana',Venezuela","Cumaná, Municipio Sucre, Sucre",10.46354,-64.1775,1
1999,"'Daolin Township',China",,NA,NA,1
1999,"'Dhaka',Bangladesh",Bangladesh,23.79389,90.40457,18
1999,"'Dili',Indonesia",Indonesia,-0.989818182,113.915865,2
1999,"'Dublin',Ireland",Dublin,53.34807,-6.24827,1
1999,"'Edinburgh',United Kingdom","Edinburgh, City of Edinburgh, Scotland",55.9533395,-3.189106896,1
1999,"'Essex',United Kingdom","Essex, England",51.79114825,0.559486874,1
1999,"'Fangyuan',Taiwan","Fang Yuan, Fang Yuan Cun, Fang Yuan Xiang, Zhang Hua Xian",23.92741,120.31926,1
1999,"'Gagnoa',Ivory Coast","Gagnoa, Gôh, Gôh-Djiboua",6.12607,-5.94942,1
1999,"'Garadag',Azerbaijan","Garadag, Baku",40.33621,49.79537,1
1999,"'Ginowan',Japan","Ginowan, Okinawa",26.28148187,127.7784285,1
1999,"'Gobabis',Namibia","Gobabis, Omaheke",-22.44905,18.96735,1
1999,"'Grootfontein',Namibia","Grootfontein, Otjozondjupa",-19.566,18.10315,2
1999,"'Guayaquil',Ecuador",Guayaquil,-2.1596,-79.9283,2
1999,"'Hajira',Pakistan","Hajīra, Azad Kashmir",33.77158,73.89433,1
1999,"'Harare',Zimbabwe",Zimbabwe,-17.99828,31.05703,3
1999,"'Havana',Cuba",Havana,23.13211,-82.36749,1
1999,"'Hong Kong',China",Hong Kong,22.2783,114.16039,3
1999,"'Istanbul',Turkey","İstanbul, Istanbul",41.01384,28.94966,2
1999,"'Jakarta',Indonesia","Jakarta, DKI Jakarta",-6.17148,106.82649,7
1999,"'Jayapura',Indonesia","Jayapura, Papua",-2.56147,140.71111,1
1999,"'Jiu Valley',Romania","Jiu, Târgu Jiu, Gorj",45.05,23.28333,1
1999,"'Kamphaeng Phet',Thailand",Kamphaeng Phet,16.55502014,99.51105454,1
1999,"'Karawang',Indonesia","Karawang, Jawa Barat",-6.25205,107.3521,1
1999,"'Karkaralinsk',Kazakhstan",Karkarlinsk Gory,49.5,75.5,1
1999,"'Kathmandu',Nepal","Kathmandu, Bagmati",27.69329,85.32227,2
1999,"'Kathmandu Valley',Nepal",Kathmandu Valley,27.66667,85.35,3
1999,"'Katima Mulilo',Namibia","Katima Mulilo, Zambezi",-17.49595,24.26943,1
1999,"'Keetmanshoop',Namibia","Keetmanshoop, Karas",-26.57907,18.13606,1
1999,"'Khudat',Azerbaijan","Khudat, Khaçmaz",41.63079,48.68296,1
1999,"'Khulna',Bangladesh",Khulna,22.84629,89.53831,1
1999,"'Kingston',Jamaica",Kingston,17.97096,-76.78827,1
1999,"'Kinshasa',Congo Kinshasa","Kinshasa, Sembé, Sangha",1.99774,14.78264,2
1999,"'Kragujevac',Yugoslavia","Yugoeslavia, Anzoátegui",8.19583,-64.5038,1
1999,"'Kraljevo',Yugoslavia","Yugoeslavia, Anzoátegui",8.19583,-64.5038,1
1999,"'Krusevac',Yugoslavia","Yugoeslavia, Anzoátegui",8.19583,-64.5038,4
1999,"'Kruvasec',Yugoslavia","Yugoeslavia, Anzoátegui",8.19583,-64.5038,1
1999,"'Kuala Lumpur',Malaysia","Kuala Lumpur, Wilayah Persekutuan",3.14789,101.69405,8
1999,"'Kumasi',Ghana","Kumasi, Ashanti",6.66928,-1.61942,1
1999,"'Kustanay',Kazakhstan","Kustanay, Qostanay",53.21435,63.62463,2
1999,"'Kuwait City',Kuwait","Kuwait, Kuwait City",29.37321,47.97142,1
1999,"'La Linea',Spain","La Línea, Cádiz, Andalucía",36.16829,-5.34111,1
1999,"'La Paz',Bolivia",Bolivia,-16.49736,-68.1286,1
1999,"'Lahore',Pakistan","Lahore, Punjab",31.54972,74.34361,4
1999,"'Leskovac',Yugoslavia","Yugoeslavia, Anzoátegui",8.19583,-64.5038,1
1999,"'Leskovc',Yugoslavia","Yugoeslavia, Anzoátegui",8.19583,-64.5038,1
1999,"'Lhokseumawe',Indonesia","Lhokseumawe, Aceh",5.19217,97.11698,1
1999,"'Libertad',Uruguay","Uruguay, Libertad, Merlo, B1716, Buenos Aires",-34.70253669,-58.6922096,1
1999,"'Libreville',Gabon","Libreville, Estuaire",0.39324,9.44633,2
1999,"'Liepaja',Latvia",Liepāja,56.50847,21.01129,1
1999,"'Lima',Peru",Perú,-11.94138,-77.04546,3
1999,"'London',United Kingdom","London, Greater London, England",51.50740836,-0.127698693,6
1999,"'Lower Normandy',France",Normandy,49.12016701,0.11028019,1
1999,"'Luanda',Angola",Luanda,-8.81566,13.23288,1
1999,"'Lusaka',Zambia",Lusaka,-15.42561,28.27873,1
1999,"'Madrid',Spain","Madrid, Comunidad de Madrid",40.41955,-3.69196,2
1999,"'Magdeburg',Germany","Magdeburg, Sachsen-Anhalt",52.13045,11.63153,1
1999,"'Managua',Nicaragua",Managua,12.1172,-86.24081,4
1999,"'Manila',Philippines","Manila, First District NCR, National Capital Region",14.60487,120.98627,1
1999,"'Marijampole',Lithuania","Marijampolė, Marijampolės savivaldybė, Marijampolės Apskritis",54.55515,23.34797,1
1999,"'Masan',South Korea","Masan, South Gyeongsang",35.20806,128.5725,1
1999,"'Maseru',Lesotho",Maseru,-29.31618,27.49303,2
1999,"'Mazeikiu',Lithuania","Mazeikiu, Mažeikiai",56.31667,22.33333,1
1999,"'Ministry',Chile",Ministry,53.23489,-1.42607,1
1999,"'Minsk',Belarus",Minsk,53.90374,27.56546,4
1999,"'Monrovia',Liberia","Monrovia, Greater Monrovia, Montserrado",6.31672,-10.80213,2
1999,"'Moroni',Comoros","Moroni, Grande Comore",-11.69221,43.25918,1
1999,"'Moscow',Russia",Rus,55.87737,37.70001,1
1999,"'Murayama',Japan","Murayama, Yamagata",38.48334931,140.3803265,1
1999,"'Nairobi',Kenya",Nairobi,-1.28352,36.82379,2
1999,"'Nanchang',China",Nanchang,28.68507,115.89531,1
1999,"'Narmada River',India",Narbada River,21.65,72.6,1
1999,"'Narva',Estonia","Narva, Ida-Viru Maakond",59.3798,28.17853,1
1999,"'National',Honduras","La Nacional, Olancho",15.05,-86.46667,1
1999,"'National',Hungary",Hungary,47.16708877,19.4245317,1
1999,"'National',Suriname",Suriname,3.931777409,-56.01360781,1
1999,"'National',United Kingdom",National,53.76857,-0.35684,1
1999,"'National',Yugoslavia","Yugoeslavia, Anzoátegui",8.19583,-64.5038,2
1999,"'National Congress Brasilia',Brazil",National Congress,-15.79971,-47.86414,1
1999,"'Naucalpan',Mexico","Naucalpan, Hermenegildo Galeana, Juárez, Chihuahua, 32230",31.7195782,-106.4890637,1
1999,"'Nazran',Russia","Nazran, Ingushetia Republic",43.2286,44.75533,1
1999,"'Niamey',Niger",Niamey,13.51627,2.11633,4
1999,"'Nis',Yugoslavia",Yugoslavia,-17.41638,-66.1587,1
1999,"'North Hamgyong',North Korea",North Hamgyeng,41.90306,129.40833,1
1999,"'Northern Ireland',United Kingdom",Northern Ireland,54.61037461,-6.692688669,1
1999,"'Nouakchott',Mauritania",Nouakchott,18.09193,-15.97248,3
1999,"'Novi Sad',Yugoslavia","Yugoeslavia, Anzoátegui",8.19583,-64.5038,1
1999,"'Okahandja',Namibia","Okahandja, Otjozondjupa",-21.97156,16.89777,1
1999,"'Omaheke Region',Namibia",Omaheke,-21.88971576,19.46488357,1
1999,"'Oslo',Norway",Oslo,59.91234,10.75,1
1999,"'Ouagadougou',Burkina Faso","Ouagadougou, Kadiogo, Centre",12.36857,-1.5271,5
1999,"'Paramaribo',Suriname",Suriname,5.83058,-55.14325,10
1999,"'Paris',France","Paris, Île-de-France",48.85717,2.3414,9
1999,"'Phnom Phen',Cambodia","Phnom Pen, Krŏng Phnum Pénh",11.56245,104.91601,1
1999,"'Polish Border',Poland",Poland,52.12379015,19.39876899,1
1999,"'Port',Haiti","Port-au-Prince, Haiti",18.547327,-72.3395928,5
1999,"'Port Louis',Mauritius",Port Louis,-20.16544,57.51491,1
1999,"'Portadown',United Kingdom","Portadown, Craigavon, County Armagh, Northern Ireland",54.42574,-6.43807,1
1999,"'Priatini',Brazil","Piratini, Rio Grande do Sul",-31.44248,-53.10548,1
1999,"'Pristina',Yugoslavia","Yugoeslavia, Anzoátegui",8.19583,-64.5038,1
1999,"'Pusan',South Korea","Pusan, Busan",35.10278,129.04028,2
1999,"'Quatre',Mauritius",Mauritius,-20.28355622,57.57181746,1
1999,"'Quito',Ecuador",Quito,-0.20565,-78.50888,4
1999,"'Riga',Latvia",Rīga,56.94598,24.11487,4
1999,"'Rio',Brazil","Rio, Rio de Janeiro",-22.90278,-43.2075,1
1999,"'Rome',Italy",Rome,41.90322,12.49565,1
1999,"'Rummu',Estonia","Rummu, Viimsi vald, Harjumaa",59.53528,24.79972,1
1999,"'Rustavi',Georgia",Rustavi,41.54001,45.02098,1
1999,"'Salcedo',Dominican Republic",Salcedo,19.37936,-70.4168,1
1999,"'Salyan',Azerbaijan",Salyan,39.59211,48.97197,2
1999,"'San Andres Larrainzar',Mexico",Parador Turístico Artesanal San Andrés Larráinzar,16.88416,-92.71403,1
1999,"'San Jose',Costa Rica","San José, San José",9.92975,-84.08569,1
1999,"'San Salvador',El Salvador",San Salvador,13.69967,-89.2068,2
1999,"'Santo Domingo',Dominican Republic",Santo Domingo,18.47185,-69.89139,1
1999,"'Seoul',South Korea",Seoul,37.56826,126.97783,14
1999,"'Sofia',Bulgaria",България,42.66396,23.28791,1
1999,"'Taipei',Taiwan",R.O.C,25.03692,121.49958,4
1999,"'Tallinn',Estonia","Tallinn, Harju Maakond",59.43642,24.75258,1
1999,"'Taraz',Kazakhstan",Kazakhstan,42.91328,71.37158,1
1999,"'Tegucigalpa',Honduras","Tegucigalpa, Distrito Central, Francisco Morazán",14.08192,-87.20547,4
1999,"'Tehran',Iran",Tehrān,35.69439,51.42151,4
1999,"'Tingo Maria',Peru","Tingo María, Rupa-Rupa, Leoncio Prado, Huánuco",-9.30208,-76.00638,1
1999,"'Ubon Ratchathani',Thailand",Thailand,15.24575,105.2356,1
1999,"'Uralsk',Kazakhstan","Uralsk, Батыс Қазақстан облысы",51.22114,51.40715,1
1999,"'Uzice',Yugoslavia",Yugoslavia,-17.41638,-66.1587,1
1999,"'Valjevo',Yugoslavia","Yugoeslavia, Anzoátegui",8.19583,-64.5038,1
1999,"'Valparaiso',Chile",Valparaíso,-33.05224,-71.60218,2
1999,"'Venezuelan Supreme Court Caracas',Venezuela","Venezuela, Avenida Venezuela, El Rosal, Caracas, Chacao, Bolivariano de Miranda, 1083",10.49012001,-66.85999001,1
1999,"'Vienna',Austria",Austria,48.21008,16.37709,1
1999,"'Vientiane',Laos","Vientiane, Viangchan",17.96667,102.6,1
1999,"'Villahermosa',Mexico","Villahermosa, La República, San Jacinto Amilpas, Oaxaca, 68285",17.08277571,-96.75593386,1
1999,"'Vilnius',Lithuania","Vilnius, Vilniaus Miesto savivaldybė, Vilniaus Apskritis",54.69062,25.2698,7
1999,"'Vranovac',Yugoslavia","Yugoeslavia, Anzoátegui",8.19583,-64.5038,1
1999,"'Warsaw',Poland",Polska,52.20352,21.02239,1
1999,"'Windhoek',Namibia","Namibia, Khomas",-22.57159,17.09074,2
1999,"'Yerevan',Armenia","Yerevan, Erivan",40.1786,44.51287,2
2000,,,NA,NA,108
2000,"'Abidjan',Ivory Coast",Abidjan,5.3269,-4.02173,6
2000,"'Alkhan Kala',Russia","Alkhan-Kala, Groznenskiy rayon, Chechenskaya Respublika",43.25987,45.54568,1
2000,"'Almaty',Kazakhstan",Kazakhstan,43.251,76.95589,1
2000,"'Antananarivo',Madagascar","Antananarivo, Analamanga",-18.91003,47.52736,1
2000,"'Argyll',United Kingdom",United Kingdom,53.40838661,-1.969559544,2
2000,"'Athens',Greece",Athens,37.97614,23.7364,1
2000,"'Babek',Azerbaijan",Babek,39.15423,45.44269,1
2000,"'Bahrain',Bahrain","Bahrāin, Uttar Pradesh",26.38063,79.26339,1
2000,"'Baie',Mauritius",Mauritius,-20.28355622,57.57181746,1
2000,"'Baku',Azerbaijan",Baku,40.41066,49.87222,5
2000,"'Bamako',Mali",Bamako,12.65039,-8.00004,2
2000,"'Bangkok',Thailand",Thailand,13.75328,100.54172,4
2000,"'Bangui',Central African Republic",Bangui,4.39669,18.5586,6
2000,"'Baomo Tana River District',Kenya","Tana River District, Coast Province",-1.5,39.5,1
2000,"'Barakpura',India","Bārākpur, Bengal",22.76602,88.36336,1
